,SpecGen,daytype_code,daypart_code,dataper_code,Volume,Counts,day_type,day_part,data_period
172,SLCC_ML,0,2,1,1205.0493150684483,15167,0: All Days (Mo-Su),2: Peak AM (6am-9am),1. All year
173,SLCC_SC,0,2,1,991.3232876712108,12477,0: All Days (Mo-Su),2: Peak AM (6am-9am),1. All year
174,SLCC_TL,0,2,1,1702.6575342465235,21430,0: All Days (Mo-Su),2: Peak AM (6am-9am),1. All year
175,SLCC_WEST,0,2,1,781.5698630136887,9837,0: All Days (Mo-Su),2: Peak AM (6am-9am),1. All year
176,SLC_Library,0,2,1,189.0164383561599,2379,0: All Days (Mo-Su),2: Peak AM (6am-9am),1. All year
177,TempleSquare,0,2,1,2206.145205479416,27767,0: All Days (Mo-Su),2: Peak AM (6am-9am),1. All year
178,UOFU_MAIN,0,2,1,6355.449315068201,79991,0: All Days (Mo-Su),2: Peak AM (6am-9am),1. All year
179,UOFU_MED,0,2,1,7018.3972602736485,88335,0: All Days (Mo-Su),2: Peak AM (6am-9am),1. All year
180,UVU_GENEVA,0,2,1,1100.5698630136646,13852,0: All Days (Mo-Su),2: Peak AM (6am-9am),1. All year
181,UVU_MAIN,0,2,1,5094.068493150485,64115,0: All Days (Mo-Su),2: Peak AM (6am-9am),1. All year
182,UVU_PAYSON,0,2,1,40.52054794520536,510,0: All Days (Mo-Su),2: Peak AM (6am-9am),1. All year
183,UVU_THANKP,0,2,1,633.5506849314908,7974,0: All Days (Mo-Su),2: Peak AM (6am-9am),1. All year
184,UVU_VINE,0,2,1,52.83561643835625,665,0: All Days (Mo-Su),2: Peak AM (6am-9am),1. All year
185,WESTMIN,0,2,1,451.0493150684856,5677,0: All Days (Mo-Su),2: Peak AM (6am-9am),1. All year
186,WSU_DAVIS,0,2,1,1911.5369863013425,24059,0: All Days (Mo-Su),2: Peak AM (6am-9am),1. All year
187,WSU_OGDEN,0,2,1,3171.090410959336,39912,0: All Days (Mo-Su),2: Peak AM (6am-9am),1. All year
188,WSU_WEST,0,2,1,807.4712328767042,10163,0: All Days (Mo-Su),2: Peak AM (6am-9am),1. All year
189,Airport,1,2,1,10109.178343950203,54729,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
190,BYU,1,2,1,11921.770700637657,64542,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
191,ENSIGN,1,2,1,926.5222929936064,5016,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
192,Lagoon,1,2,1,483.5796178343844,2618,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
193,SLCC_AIRP,1,2,1,2945.439490445802,15946,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
194,SLCC_HL,1,2,1,1043.999999999974,5652,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
195,SLCC_HM,1,2,1,1868.5605095541732,10116,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
196,SLCC_JD,1,2,1,1242.5668789809026,6727,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
197,SLCC_LB,1,2,1,225.16560509554157,1219,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
198,SLCC_MEAD,1,2,1,633.012738853484,3427,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
199,SLCC_ML,1,2,1,1694.3757961784127,9173,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
200,SLCC_SC,1,2,1,1389.0445859872366,7520,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
201,SLCC_TL,1,2,1,2473.3121019108867,13390,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
202,SLCC_WEST,1,2,1,1096.6433121018908,5937,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
203,SLC_Library,1,2,1,225.16560509554157,1219,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
204,TempleSquare,1,2,1,2732.834394904408,14795,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
205,UOFU_MAIN,1,2,1,8831.885350318753,47814,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
206,UOFU_MED,1,2,1,9295.146496815327,50322,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
207,UVU_GENEVA,1,2,1,1389.9681528661874,7525,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
208,UVU_MAIN,1,2,1,7117.375796178972,38532,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
209,UVU_PAYSON,1,2,1,53.197452229299394,288,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
210,UVU_THANKP,1,2,1,880.1592356687681,4765,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
211,UVU_VINE,1,2,1,62.987261146496856,341,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
212,WESTMIN,1,2,1,610.8471337579491,3307,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
213,WSU_DAVIS,1,2,1,2559.3885350318083,13856,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
214,WSU_OGDEN,1,2,1,4423.700636942542,23949,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
215,WSU_WEST,1,2,1,1013.8917197452067,5489,1: Weekday (Tu-Th),2: Peak AM (6am-9am),1. All year
216,Airport,2,2,1,8280.057692306465,29694,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
217,BYU,2,2,1,2916.7307692309355,10460,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
218,ENSIGN,2,2,1,96.20192307692331,345,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
219,Lagoon,2,2,1,547.9326923076828,1965,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
220,SLCC_AIRP,2,2,1,620.9903846153711,2227,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
221,SLCC_HL,2,2,1,293.34615384615694,1052,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
222,SLCC_HM,2,2,1,627.1249999999868,2249,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
223,SLCC_JD,2,2,1,185.7115384615402,666,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
224,SLCC_LB,2,2,1,114.3269230769234,410,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
225,SLCC_MEAD,2,2,1,54.65384615384607,196,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
226,SLCC_ML,2,2,1,259.0480769230804,929,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
227,SLCC_SC,2,2,1,288.3269230769273,1034,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
228,SLCC_TL,2,2,1,444.2019230769214,1593,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
229,SLCC_WEST,2,2,1,252.07692307692528,904,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
230,SLC_Library,2,2,1,114.3269230769234,410,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
231,TempleSquare,2,2,1,1054.3173076923201,3781,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
232,UOFU_MAIN,2,2,1,1388.096153846223,4978,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
233,UOFU_MED,2,2,1,2159.3846153847167,7744,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
234,UVU_GENEVA,2,2,1,514.7499999999903,1846,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
235,UVU_MAIN,2,2,1,896.7692307692239,3216,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
236,UVU_PAYSON,2,2,1,19.24038461538462,69,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
237,UVU_THANKP,2,2,1,102.89423076923093,369,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
238,UVU_VINE,2,2,1,21.47115384615383,77,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
239,WESTMIN,2,2,1,142.21153846153942,510,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
240,WSU_DAVIS,2,2,1,677.8749999999948,2431,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
241,WSU_OGDEN,2,2,1,564.3846153846077,2024,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
242,WSU_WEST,2,2,1,385.9230769230756,1384,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),1. All year
243,Airport,0,3,1,24145.876712324312,303905,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
244,BYU,0,3,1,22035.78904109207,277347,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
245,ENSIGN,0,3,1,1285.9315068492826,16185,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
246,Lagoon,0,3,1,3977.5287671235888,50062,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
247,SLCC_AIRP,0,3,1,3668.301369863296,46170,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
248,SLCC_HL,0,3,1,2284.2465753424135,28750,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
249,SLCC_HM,0,3,1,3584.558904109864,45116,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
250,SLCC_JD,0,3,1,1799.191780821869,22645,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
251,SLCC_LB,0,3,1,1030.1753424657402,12966,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
252,SLCC_MEAD,0,3,1,1128.4575342465564,14203,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
253,SLCC_ML,0,3,1,2118.4301369861882,26663,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
254,SLCC_SC,0,3,1,3441.704109589443,43318,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
255,SLCC_TL,0,3,1,5255.673972602667,66149,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
256,SLCC_WEST,0,3,1,1371.2630136986013,17259,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
257,SLC_Library,0,3,1,1030.1753424657402,12966,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
258,TempleSquare,0,3,1,4317.66301369885,54343,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
259,UOFU_MAIN,0,3,1,15917.345205482878,200339,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
260,UOFU_MED,0,3,1,10541.619178080544,132679,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
261,UVU_GENEVA,0,3,1,3471.4191780827637,43692,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
262,UVU_MAIN,0,3,1,12553.901369866373,158006,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
263,UVU_PAYSON,0,3,1,166.05479452054618,2090,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
264,UVU_THANKP,0,3,1,1650.6164383561124,20775,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
265,UVU_VINE,0,3,1,77.14794520547969,971,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
266,WESTMIN,0,3,1,1325.0219178081934,16677,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
267,WSU_DAVIS,0,3,1,5049.972602739645,63560,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
268,WSU_OGDEN,0,3,1,7472.068493150425,94045,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
269,WSU_WEST,0,3,1,2562.8849315069942,32257,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),1. All year
270,Airport,1,3,1,25166.643312092932,136247,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
271,BYU,1,3,1,24708.55414012077,133767,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
272,ENSIGN,1,3,1,1756.0700636943036,9507,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
273,Lagoon,1,3,1,2712.5159235670308,14685,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
274,SLCC_AIRP,1,3,1,4522.707006369353,24485,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
275,SLCC_HL,1,3,1,2481.4394904459386,13434,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
276,SLCC_HM,1,3,1,3070.305732484012,16622,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
277,SLCC_JD,1,3,1,2387.6050955414976,12926,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
278,SLCC_LB,1,3,1,978.0573248407266,5295,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
279,SLCC_MEAD,1,3,1,1395.6942675158734,7556,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
280,SLCC_ML,1,3,1,2804.5031847135324,15183,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
281,SLCC_SC,1,3,1,4181.726114649585,22639,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
282,SLCC_TL,1,3,1,6894.242038216895,37324,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
283,SLCC_WEST,1,3,1,1921.9426751592757,10405,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
284,SLC_Library,1,3,1,978.0573248407266,5295,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
285,TempleSquare,1,3,1,4193.36305732477,22702,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
286,UOFU_MAIN,1,3,1,19234.01910828123,104129,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
287,UOFU_MED,1,3,1,13352.191082804533,72286,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
288,UVU_GENEVA,1,3,1,3767.9681528660767,20399,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
289,UVU_MAIN,1,3,1,16730.41401273959,90575,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
290,UVU_PAYSON,1,3,1,166.98089171974533,904,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
291,UVU_THANKP,1,3,1,2011.343949044639,10889,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
292,UVU_VINE,1,3,1,70.56050955414017,382,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
293,WESTMIN,1,3,1,1521.4840764331552,8237,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
294,WSU_DAVIS,1,3,1,5643.178343949248,30551,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
295,WSU_OGDEN,1,3,1,9348.713375796538,50612,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
296,WSU_WEST,1,3,1,2525.585987261106,13673,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),1. All year
297,Airport,2,3,1,20976.480769235965,75226,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),1. All year
298,BYU,2,3,1,15162.817307689773,54377,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),1. All year
299,ENSIGN,2,3,1,424.40384615384437,1522,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),1. All year
300,Lagoon,2,3,1,6366.336538460981,22831,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),1. All year
301,SLCC_AIRP,2,3,1,1837.0384615385153,6588,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),1. All year
302,SLCC_HL,2,3,1,1780.7115384615802,6386,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),1. All year
303,SLCC_HM,2,3,1,4574.749999999983,16406,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),1. All year
304,SLCC_JD,2,3,1,961.1826923077002,3447,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),1. All year
305,SLCC_LB,2,3,1,1140.2019230769306,4089,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),1. All year
306,SLCC_MEAD,2,3,1,351.3461538461588,1260,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),1. All year
307,SLCC_ML,2,3,1,704.9230769230517,2528,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),1. All year
308,SLCC_SC,2,3,1,2226.586538461646,7985,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),1. All year
309,SLCC_TL,2,3,1,2854.269230769361,10236,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),1. All year
